Energy (MeV),I. Depth (g/cm2),C. Depth (g/cm2),Active
0.0,2.1795039123830726,13.54396987971698,0.0
0.0,2.1795039123830726,8.256917508814325,0.0
0.0,14.933061804746524,10.186386007730848,0.0
0.0,14.933061804746524,0.7643045306338259,0.0
0.0,13.349389570206453,0.36147512446781604,0.0
0.0,13.349389570206453,2.6569035064483053,0.0
0.0,36.33096059531359,2.796190923636269,0.0
0.0,36.33096059531359,6.477414166830694,0.0
0.0,12.773917837197029,8.459541846440434,0.0
0.0,12.773917837197029,7.213232113596881,0.0
0.0,20.592906254370146,0.9579845697772322,0.0
0.0,20.592906254370146,0.9579845697772323,0.0
0.0,43.061543819996444,4.557781978243307,0.0
0.0,43.061543819996444,5.551971461554964,0.0
0.0,16.547314236292397,1.8037842522447738,0.0
0.0,16.547314236292397,1.8037842522447738,0.0
0.0,21.090765282636212,0.6560700612545278,0.0
0.0,21.090765282636212,0.6560700612545278,0.0
0.0,29.720271094681614,2.666149519504922,0.0
0.0,29.720271094681614,0.35020553057034576,0.0
0.0,31.859367255875828,5.683153202125199,0.0
0.0,31.859367255875828,4.202472233034285,0.0
0.0,17.186125501181532,1.0854380862886504,0.0
0.0,17.186125501181532,1.0854380862886508,0.0
0.0,46.46282132201082,1.6561676767532294,0.0
0.0,46.46282132201082,2.8874788577952444,0.0
0.0,39.59386791212934,1.1008143019525716,0.0
0.0,39.59386791212934,1.1008143019525711,0.0
0.0,32.877671319686826,3.8134772257433625,0.0
0.0,32.877671319686826,4.308901109452988,0.0
0.0,35.85855785563026,1.2356992013209371,0.0
0.0,35.85855785563026,3.8445487769549773,0.0
0.0,44.3713661253663,1.2623488239454108,0.0
0.0,44.3713661253663,1.2623488239454108,0.0
0.0,56.51667222347153,4.2875337298404945,0.0
0.0,56.51667222347153,7.305134524992374,0.0
0.0,14.271297997889755,3.726438350893364,0.0
0.0,14.271297997889755,0.4567667379995193,0.0
0.0,23.414219780955843,4.3700030688636105,0.0
0.0,23.414219780955843,0.8229147232502996,0.0
0.0,40.57475826782508,1.8270992970205668,0.0
0.0,40.57475826782508,1.8270992970205668,0.0
0.0,23.188248091020842,2.1804726146807507,0.0
0.0,23.188248091020842,2.1804726146807507,0.0
0.0,45.862831328751135,0.5831409789810431,0.0
0.0,45.862831328751135,0.5831409789810431,0.0
0.0,51.44617684926851,7.760380031231339,0.0
0.0,51.44617684926851,2.1454244995454026,0.0
0.0,43.8462773445425,0.9741861148618918,0.0
0.0,43.8462773445425,0.9741861148618919,0.0
0.0,30.368924711282936,2.13215810932918,0.0
0.0,30.368924711282936,2.13215810932918,0.0
0.0,52.79211404593688,18.93795483768876,0.0
0.0,52.79211404593688,3.0039607684492013,0.0
0.0,39.073989691842186,0.25669943276666984,0.0
0.0,39.073989691842186,3.424175961029444,0.0
0.0,50.48341191910745,1.5561787719085607,0.0
0.0,50.48341191910745,1.5561787719085607,0.0
1.8810463627751066,69.66298122953074,66.32970882620461,1.0
1.8810463627751066,69.66298122953074,50.357217145136005,1.0
4.317174673715984,56.89397925806196,65.56141527694683,1.0
4.317174673715986,56.89397925806196,53.02091234783605,1.0
0.0,40.53089873596846,0.28410831305740913,0.0
0.0,40.53089873596846,1.9370545891099806,0.0
5.853930242024241,56.42013162807278,34.68567570573007,1.0
5.8539302420242425,56.42013162807278,48.64946690580447,1.0
0.0,41.50541210067511,1.3062226960263015,0.0
0.0,41.50541210067511,1.306222696026301,0.0
0.0,21.09025044621805,2.576416924116035,0.0
0.0,21.09025044621805,2.7603829025823443,0.0
0.0,27.58906948855783,1.4512369309723747,0.0
0.0,27.58906948855783,1.4512369309723745,0.0
0.0,48.838135522592886,3.140076509205801,0.0
0.0,48.838135522592886,3.140076509205801,0.0
0.0,45.33754598720274,2.0583356993366007,0.0
0.0,45.33754598720274,2.0583356993366007,0.0
0.0,36.81321007288148,2.1430868827591656,0.0
0.0,36.81321007288148,8.731942478353986,0.0
0.0,49.817611093334946,0.4762412430088441,0.0
0.0,49.817611093334946,0.4762412430088441,0.0
0.0,14.871460016733167,1.8719943759406448,0.0
0.0,14.871460016733167,1.8719943759406457,0.0
0.0,34.96454409613871,3.1534754367803948,0.0
0.0,34.96454409613871,3.1534754367803948,0.0
0.0,28.83419528386589,2.750149776835374,0.0
0.0,28.83419528386589,2.750149776835374,0.0
2.390908802154397,60.53227003076683,77.23743428947704,1.0
2.390908802154397,60.53227003076683,49.29701211740482,1.0
2.390908802154397,63.6914030410278,39.59282458754556,1.0
2.390908802154397,63.6914030410278,62.678980988138484,1.0
0.0,55.76968069997997,4.8104569853583135,0.0
0.0,55.76968069997997,0.27771350607750267,0.0
0.0,56.621022196286184,2.4139982773008004,0.0
0.0,56.621022196286184,3.3817995784355572,0.0
0.0,44.857372215082606,5.9345411151418315,0.0
0.0,44.857372215082606,2.0114783108124192,0.0
0.0,55.70927138084437,0.37943147968029045,0.0
0.0,55.70927138084437,2.651830420406993,0.0
0.0,41.88342656544157,2.437937353321487,0.0
0.0,41.88342656544157,2.4379373533214874,0.0
0.0,47.6597432371622,1.6114642152952008,0.0
0.0,47.6597432371622,1.6114642152952008,0.0
1.4110916066975776,67.20087473724516,43.70156473027,1.0
1.4110916066975776,67.20087473724516,55.98946979081566,1.0
1.411091606697577,58.4503615849042,44.838981805097625,1.0
1.411091606697577,58.4503615849042,37.99268915372188,1.0
0.0,42.82763858933504,2.831036372784756,0.0
0.0,42.82763858933504,2.831036372784756,0.0
2.3668058858444896,81.70564884445469,45.71999371455995,1.0
2.3668058858444896,81.70564884445469,54.6252635484182,1.0
0.0,56.15642515929791,1.6656883148880133,0.0
0.0,56.15642515929791,12.47122391148894,0.0
0.0,37.91314278781418,1.0904728982447638,0.0
0.0,37.91314278781418,1.0904728982447636,0.0
0.0,27.68259663665509,0.9984899090116093,0.0
0.0,27.68259663665509,0.9984899090116091,0.0
0.0,3.0785113498608903,14.669747857588023,0.0
0.0,3.0785113498608903,16.576300277370134,0.0
0.0,11.989572242477207,9.83668422771712,0.0
0.0,11.989572242477207,11.64486932877291,0.0
0.0,18.376375384676184,10.69455405881294,0.0
0.0,18.376375384676184,5.630806724085026,0.0
0.0,29.159230872686706,0.8306976582904753,0.0
