Energy (MeV),Depth (g/cm2),Active
0.0,50.79753211660231,0.0
0.0,51.170769952146486,0.0
0.0,44.50758825664039,0.0
0.0,55.809267026378556,0.0
0.0,53.262483265496925,0.0
0.0,58.55616011698164,0.0
0.0,56.723284144745605,0.0
0.0,70.78350264040452,0.0
0.0,33.302106173085,0.0
0.0,43.78670424020374,0.0
0.0,60.42260726241769,0.0
0.0,60.40967414477301,0.0
67.30431547852083,107.14721957018162,1.0
0.0,67.45347037930819,0.0
0.0,47.00178359176975,0.0
0.0,52.37553998700945,0.0
0.0,65.5968241210608,0.0
0.0,59.50800461185061,0.0
0.0,48.2036460084895,0.0
0.0,57.49966573856585,0.0
0.0,79.93741403744417,0.0
0.0,59.093929450291355,0.0
0.0,47.18226022856231,0.0
0.0,52.079002808863166,0.0
0.0,72.23259835166809,0.0
0.0,47.27343132689394,0.0
47.78103455468521,123.45970472151872,1.0
47.78103455468521,119.44479706481188,1.0
0.0,48.07398458176762,0.0
0.0,63.86931306736497,0.0
0.0,47.61961952451459,0.0
0.0,51.964072654760365,0.0
0.0,43.6179720323049,0.0
0.0,55.79379407626389,0.0
0.0,52.34602531613214,0.0
0.0,55.855817068287344,0.0
0.0,34.05043580569941,0.0
0.0,34.3529517230871,0.0
0.0,41.54080612033292,0.0
0.0,41.17963544397209,0.0
0.0,57.02817211008609,0.0
0.0,51.488787990783855,0.0
81.74971166602002,93.230692521038,1.0
81.74971166602002,97.94789926612751,1.0
111.25308506293929,138.6536361073977,1.0
111.25308506293929,123.36622666921079,1.0
6.636376679673377,126.810696462325,1.0
6.636376679673377,111.35967240475657,1.0
0.0,50.47284789807887,0.0
0.0,50.85334132325966,0.0
8.04902263688001,113.78204726442883,1.0
8.04902263688001,143.86415125156768,1.0
1.0984302654488347,119.29968636758737,1.0
1.0984302654488347,138.48390169823642,1.0
0.0,51.41225153071335,0.0
0.0,48.61567672212911,0.0
301.0457952696441,142.2076233571445,1.0
301.0457952696441,103.49690269769765,1.0
0.0,64.57306735409009,0.0
0.0,76.0804894202277,0.0
0.0,53.21258258770488,0.0
