Energy (MeV),Depth (g/cm2),Active
0.0,16.701341040135127,0.0
0.0,11.106544033355748,0.0
0.0,20.7500882019012,0.0
0.0,20.345084940398323,0.0
0.0,21.924036133379953,0.0
0.0,25.936046534196933,0.0
0.0,30.315199827439166,0.0
0.0,27.40319021100967,0.0
0.0,24.27876076663359,0.0
0.0,19.16452628039426,0.0
0.0,30.836312424963488,0.0
0.0,26.998267471981272,0.0
0.0,31.94639133321772,0.0
0.0,35.797111606219964,0.0
0.0,18.0626342757082,0.0
0.0,16.999712867966455,0.0
0.0,27.208561636334455,0.0
0.0,28.553681781912193,0.0
0.0,39.38144736090736,0.0
0.0,38.34601669347262,0.0
0.0,41.51426290891122,0.0
0.0,38.441600348054166,0.0
0.0,45.614009317260546,0.0
0.0,47.830033590651226,0.0
0.0,44.595338478372796,0.0
0.0,38.2078586231914,0.0
0.0,52.112697939190085,0.0
0.0,42.276131561551345,0.0
0.0,32.10149682524432,0.0
0.0,25.25193018721108,0.0
0.0,30.598782257939817,0.0
0.0,31.31533141516703,0.0
3.7159443508502648,117.97124605814801,1.0
3.7159443508502648,120.5138335439329,1.0
0.0,39.71983693692599,0.0
0.0,38.382067083660516,0.0
0.0,49.003416583499515,0.0
0.0,47.926405978051754,0.0
0.0,52.66082613578961,0.0
0.0,52.79233627690961,0.0
0.0,55.13336662851873,0.0
0.0,63.94025690101033,0.0
0.0,57.82216502115303,0.0
0.0,62.15044284779627,0.0
0.0,19.213998821793208,0.0
0.0,18.398056570711887,0.0
0.0,31.578401470865817,0.0
0.0,31.13924581192218,0.0
0.0,19.601809699178425,0.0
0.0,24.60628840041681,0.0
0.0,46.70450016842299,0.0
0.0,41.70261530129965,0.0
0.0,45.364049218250706,0.0
0.0,45.79461785394512,0.0
0.0,30.08594802196862,0.0
0.0,33.15780395853129,0.0
0.0,36.76153038952087,0.0
0.0,37.67034652273851,0.0
0.0,35.38222052366795,0.0
0.0,40.69459502041076,0.0
0.0,43.38169975069344,0.0
0.0,44.594784304675514,0.0
8.781074088192142,126.08289193519505,1.0
8.781074088192142,134.71064443382076,1.0
6.409391929548411,93.48993111600919,1.0
6.409391929548411,79.77876742366234,1.0
0.0,71.08866487889999,0.0
0.0,55.46998542181918,0.0
2.2762068081591935,105.85119517428836,1.0
2.2762068081591935,98.17053577518259,1.0
0.0,44.26431021015674,0.0
0.0,40.408598562752566,0.0
0.0,41.49767814678734,0.0
0.0,43.05064471662725,0.0
0.0,50.412004990467636,0.0
0.0,49.78175057624043,0.0
0.0,50.47950305892534,0.0
0.0,51.32055977658845,0.0
0.0,55.3212230497382,0.0
0.0,57.556109269948244,0.0
0.0,49.67592400892992,0.0
0.0,47.13602889908798,0.0
0.0,47.4104788160997,0.0
0.0,60.39154185807203,0.0
0.0,22.043635787831022,0.0
0.0,22.12466709019515,0.0
0.0,12.710827957926671,0.0
0.0,16.105037754959927,0.0
0.0,40.38566014553557,0.0
0.0,34.8006971029848,0.0
0.0,33.351945641773014,0.0
0.0,20.078833276776056,0.0
0.0,26.070134025923554,0.0
0.0,21.737533493484108,0.0
0.0,39.387375280829566,0.0
0.0,41.30330761224551,0.0
0.0,43.99194996925517,0.0
0.0,45.07191912474489,0.0
0.0,50.291134287653776,0.0
0.0,43.831289972921645,0.0
0.0,51.995761086547,0.0
0.0,35.17258523675441,0.0
0.0,58.46295763508975,0.0
0.0,53.90532178409847,0.0
0.0,59.64283400584154,0.0
0.0,51.95890896400559,0.0
0.0,55.01722813074277,0.0
0.0,48.874237229773456,0.0
0.0,64.4191571926736,0.0
0.0,60.641989980640936,0.0
0.0,31.82961735116657,0.0
0.0,22.51736168407063,0.0
0.0,44.771772207662295,0.0
0.0,32.624315680362606,0.0
0.0,48.10974404375466,0.0
0.0,46.4204142369971,0.0
0.0,38.57485290662244,0.0
0.0,41.563643376453086,0.0
2.61542125429135,89.48203189435841,1.0
2.61542125429135,102.5409882208643,1.0
0.0,55.985306794291134,0.0
0.0,59.165121892179286,0.0
0.0,49.65130737922875,0.0
0.0,28.463392985644152,0.0
1.7290883387560385,85.42905368874361,1.0
1.7290883387560385,71.89734497521727,1.0
8.15453198712948,84.84264526952428,1.0
8.15453198712948,104.0253292811067,1.0
0.0,36.94762760925615,0.0
0.0,36.612017336457605,0.0
0.0,57.93711901169513,0.0
0.0,59.37161439180941,0.0
0.0,40.20822362759685,0.0
0.0,31.50839906794592,0.0
0.0,29.70945584882614,0.0
0.0,40.692536495170565,0.0
0.0,35.48824883401596,0.0
0.0,34.7284289798001,0.0
0.0,56.10895620986673,0.0
0.0,72.93554225857923,0.0
0.0,62.27673432663104,0.0
0.0,45.865752255356675,0.0
0.0,35.780648415532326,0.0
0.0,32.181014178670935,0.0
0.0,47.30045148448797,0.0
0.0,57.283116459699606,0.0
0.0,40.0128620870468,0.0
0.0,35.95609140078744,0.0
0.0,40.66354007732599,0.0
0.0,49.24324232415252,0.0
0.0,57.593214291559576,0.0
0.0,56.35397230349772,0.0
0.0,52.028610256510916,0.0
0.0,35.27562364145709,0.0
0.0,50.66182391021499,0.0
0.0,45.4211341504477,0.0
14.691473593904103,114.53059478864724,1.0
14.691473593904103,99.79757707715055,1.0
0.0,50.91404588212325,0.0
0.0,58.96849050242684,0.0
0.0,52.302184725375675,0.0
0.0,57.85168621832183,0.0
0.0,51.45065972306967,0.0
0.0,52.426546225999935,0.0
12.021376872543096,116.69147168589006,1.0
12.021376872543096,89.28342913200261,1.0
0.0,67.5545667466145,0.0
0.0,58.99304169927602,0.0
3.7342219996715937,72.39366348354604,1.0
3.7342219996715937,68.46836348252863,1.0
0.0,42.42260204557809,0.0
0.0,36.98997505556041,0.0
0.0,23.75446987681425,0.0
0.0,26.879539926042227,0.0
0.0,41.44257916479886,0.0
0.0,45.38713939694493,0.0
0.0,32.01088144558369,0.0
0.0,31.63619928322194,0.0
0.0,43.74993876573204,0.0
0.0,41.81378175592524,0.0
0.0,51.83489920431385,0.0
0.0,55.871369107574104,0.0
0.0,45.02959805199949,0.0
0.0,39.309066564198204,0.0
0.0,35.372256221918505,0.0
0.0,52.40934476452573,0.0
0.0,49.743930767107905,0.0
0.0,51.521938995152105,0.0
0.0,43.27482639311032,0.0
0.0,39.35512279795757,0.0
0.0,44.41062209320021,0.0
0.0,52.95172646138742,0.0
0.0,34.55779076650668,0.0
0.0,37.567995447330276,0.0
0.0,48.47159811161413,0.0
0.0,45.14693731706405,0.0
0.0,55.38089781255557,0.0
0.0,54.67508889736545,0.0
0.0,53.95011613477422,0.0
0.0,60.014854831582134,0.0
0.0,52.35128431011089,0.0
0.0,54.07832805458422,0.0
0.0,39.787479607998286,0.0
0.0,35.83415071566865,0.0
0.0,47.81217196515493,0.0
0.0,47.667890009442885,0.0
0.0,63.396450497067875,0.0
0.0,57.2171110500025,0.0
0.0,62.24465378990917,0.0
0.0,41.321002184984,0.0
6.29424453288176,107.533705587021,1.0
6.29424453288176,100.6582612944749,1.0
3.2748206439812315,61.43107838819274,1.0
3.2748206439812315,80.753184173991,1.0
0.0,29.29664811340026,0.0
0.0,26.430121711998165,0.0
0.0,36.822881266981106,0.0
0.0,28.650400613408312,0.0
0.0,36.56856568392381,0.0
0.0,42.48917720573175,0.0
0.0,47.66605333102161,0.0
0.0,50.08956350333242,0.0
0.0,50.373440150761695,0.0
0.0,49.484748837478904,0.0
0.0,59.84688492690408,0.0
0.0,46.59620663351326,0.0
0.0,58.942291627509086,0.0
0.0,53.07117164112508,0.0
0.0,54.452494766032814,0.0
0.0,55.030931008341696,0.0
