Energy (MeV),I. Depth (g/cm2),C. Depth (g/cm2),Active
0.0,9.592210472249098,16.973398888652365,0.0
0.0,9.592210472249098,6.659395229836097,0.0
0.0,10.83294419134961,5.030501058749128,0.0
0.0,10.83294419134961,6.9823131841271255,0.0
0.0,20.355775730991443,14.82747359081371,0.0
0.0,20.355775730991443,11.833413957733743,0.0
0.0,18.01242527931367,5.0538973016529845,0.0
0.0,18.01242527931367,9.772229150785286,0.0
0.0,16.667948076083274,7.072404197872677,0.0
0.0,16.667948076083274,5.64592135387538,0.0
0.0,16.030938817433963,0.9434592932586945,0.0
0.0,16.030938817433963,0.9434592932586954,0.0
0.0,26.158467035946867,2.531490403648455,0.0
0.0,26.158467035946867,2.868952545428666,0.0
17.585376278710278,54.718646780602796,44.528834383251926,1.0
17.585376278710264,54.718646780602796,69.54664206432227,1.0
0.0,35.601398525571646,10.83487214129402,0.0
0.0,35.601398525571646,13.434224596198343,0.0
0.0,26.839692790286115,0.29218214932240194,0.0
0.0,26.839692790286115,0.2921821493224026,0.0
0.0,21.7024555410076,2.2147155755164216,0.0
0.0,21.7024555410076,27.2889352793149,0.0
0.0,29.079789714858883,1.7691793391571045,0.0
0.0,29.079789714858883,1.7691793391571045,0.0
0.0,32.668889758344896,3.58120227652235,0.0
0.0,32.668889758344896,13.85392904453678,0.0
0.0,29.298056101642196,3.910582106093596,0.0
0.0,29.298056101642196,2.619290208683161,0.0
0.0,26.398353375116095,1.2847986280104375,0.0
0.0,26.398353375116095,11.593199885938734,0.0
0.0,20.092896469480678,0.2839256619007031,0.0
0.0,20.092896469480678,0.7177150601238313,0.0
0.0,56.250965981765376,13.682003194493728,0.0
0.0,56.250965981765376,3.2572415023986316,0.0
0.0,40.65517363945741,4.737627820935527,0.0
0.0,40.65517363945741,3.407567791430944,0.0
9.185554449166352,62.16252929074593,90.52866394412237,1.0
9.185554449166352,62.16252929074593,36.8987359245386,1.0
9.185554449166357,77.96463671895754,25.57102526019216,1.0
9.185554449166357,77.96463671895754,37.44690522609659,1.0
0.0,30.060659251682118,0.8618619548324506,0.0
0.0,30.060659251682118,3.6821856709078387,0.0
0.0,30.18591500335924,0.4309521787302195,0.0
0.0,30.18591500335924,1.783901340485384,0.0
0.0,44.232815550764684,1.702501195812122,0.0
0.0,44.232815550764684,1.5368287483841234,0.0
0.0,33.40298941367159,2.500590650221632,0.0
0.0,33.40298941367159,1.912409739956901,0.0
0.0,25.147755632766096,1.792057636123615,0.0
0.0,25.147755632766096,3.3616204511262024,0.0
0.0,27.931745782330545,2.848083530964976,0.0
0.0,27.931745782330545,8.104578031114062,0.0
